term_id,canonical_arabizi,variants,arabic_lebanese,english_meaning,language_role,sector_hint,issue_hint,asset_type,source,confidence,complaint_use,context_required,negative_constraints,example_contexts,review_status
CFL-00743,rasif,rasif,,,asset,ENVIRONMENT,animal_waste_public_space,wasekh; park; rasif; animals,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00744,wasekh,wasekh,,,asset,ENVIRONMENT,animal_waste_public_space,wasekh; park; rasif; animals,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00745,citizen-observed failure,citizen-observed failure,,,cause,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00746,unknown,unknown,,,cause,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00747,ma tna2af,ma tna2af,,,failure_mode,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00748,metrakem,metrakem,,,failure_mode,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00749,ri7a,ri7a,,,failure_mode,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00750,private-only issue without public asset,private-only issue without public asset,,,forbidden_combination,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00751,unrelated app/file/password context,unrelated app/file/password context,,,forbidden_combination,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00752,private-only issue,private-only issue,,,hard_negative_near_miss,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,TRUE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00753,unrelated app/file/password/order context,unrelated app/file/password/order context,,,hard_negative_near_miss,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,TRUE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00754,cleaning/animal management,cleaning/animal management,,,hitl_trigger,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,TRUE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00755,children affected,children affected,,,impact,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00756,health nuisance,health nuisance,,,impact,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00757,2oddem l school,2oddem l school,,,location_pattern,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00758,3al rasif,3al rasif,,,location_pattern,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00759,bel park,bel park,,,location_pattern,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00760,GPS,GPS,,,required_evidence,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00761,image,image,,,required_evidence,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00762,time observed,time observed,,,required_evidence,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00763,public agency depends on asset and location,public agency depends on asset and location,,,responsible_party_hint,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00764,poor cleanup,poor cleanup,,,state,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00765,stray animals,stray animals,,,state,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00766,kel yom,kel yom,,,time_expression,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00767,men embare7,men embare7,,,time_expression,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00768,men tlet iyem,men tlet iyem,,,time_expression,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00769,3ajil,3ajil,,,urgency_expression,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00770,khatir,khatir,,,urgency_expression,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00771,ma byin7amal,ma byin7amal,,,urgency_expression,ENVIRONMENT,animal_waste_public_space,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,wasekh hayawanat bel park; rasif 2oddem l school mwasakh; fi ri7a w wasekh 7ad l playground,seed
CFL-00772,MOE,MOE,,,agency_hint,ENVIRONMENT,bad_smell_unknown_source,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi ri7a khayse bel 7ay w ma mna3ref men wen; ri7a khan2a 2oddem l bineye; kel leil fi ri7a chemical ghribe,seed
CFL-00773,MUN,MUN,,,agency_hint,ENVIRONMENT,bad_smell_unknown_source,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi ri7a khayse bel 7ay w ma mna3ref men wen; ri7a khan2a 2oddem l bineye; kel leil fi ri7a chemical ghribe,seed
CFL-00774,UNKNOWN,UNKNOWN,,,agency_hint,ENVIRONMENT,bad_smell_unknown_source,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi ri7a khayse bel 7ay w ma mna3ref men wen; ri7a khan2a 2oddem l bineye; kel leil fi ri7a chemical ghribe,seed
CFL-00775,factory,factory,,,asset,ENVIRONMENT,bad_smell_unknown_source,ri7a; majrour; zbele; factory,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi ri7a khayse bel 7ay w ma mna3ref men wen; ri7a khan2a 2oddem l bineye; kel leil fi ri7a chemical ghribe,seed
CFL-00776,majrour,majrour,,,asset,ENVIRONMENT,bad_smell_unknown_source,ri7a; majrour; zbele; factory,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi ri7a khayse bel 7ay w ma mna3ref men wen; ri7a khan2a 2oddem l bineye; kel leil fi ri7a chemical ghribe,seed
CFL-00777,ri7a,ri7a,,,asset,ENVIRONMENT,bad_smell_unknown_source,ri7a; majrour; zbele; factory,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi ri7a khayse bel 7ay w ma mna3ref men wen; ri7a khan2a 2oddem l bineye; kel leil fi ri7a chemical ghribe,seed
CFL-00778,zbele,zbele,,,asset,ENVIRONMENT,bad_smell_unknown_source,ri7a; majrour; zbele; factory,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi ri7a khayse bel 7ay w ma mna3ref men wen; ri7a khan2a 2oddem l bineye; kel leil fi ri7a chemical ghribe,seed
CFL-00779,citizen-observed failure,citizen-observed failure,,,cause,ENVIRONMENT,bad_smell_unknown_source,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi ri7a khayse bel 7ay w ma mna3ref men wen; ri7a khan2a 2oddem l bineye; kel leil fi ri7a chemical ghribe,seed
CFL-00780,unknown,unknown,,,cause,ENVIRONMENT,bad_smell_unknown_source,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi ri7a khayse bel 7ay w ma mna3ref men wen; ri7a khan2a 2oddem l bineye; kel leil fi ri7a chemical ghribe,seed
CFL-00781,2awye,2awye,,,failure_mode,ENVIRONMENT,bad_smell_unknown_source,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi ri7a khayse bel 7ay w ma mna3ref men wen; ri7a khan2a 2oddem l bineye; kel leil fi ri7a chemical ghribe,seed
CFL-00782,khan2a,khan2a,,,failure_mode,ENVIRONMENT,bad_smell_unknown_source,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi ri7a khayse bel 7ay w ma mna3ref men wen; ri7a khan2a 2oddem l bineye; kel leil fi ri7a chemical ghribe,seed
CFL-00783,khayse,khayse,,,failure_mode,ENVIRONMENT,bad_smell_unknown_source,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi ri7a khayse bel 7ay w ma mna3ref men wen; ri7a khan2a 2oddem l bineye; kel leil fi ri7a chemical ghribe,seed
CFL-00784,private-only issue without public asset,private-only issue without public asset,,,forbidden_combination,ENVIRONMENT,bad_smell_unknown_source,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi ri7a khayse bel 7ay w ma mna3ref men wen; ri7a khan2a 2oddem l bineye; kel leil fi ri7a chemical ghribe,seed
CFL-00785,unrelated app/file/password context,unrelated app/file/password context,,,forbidden_combination,ENVIRONMENT,bad_smell_unknown_source,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi ri7a khayse bel 7ay w ma mna3ref men wen; ri7a khan2a 2oddem l bineye; kel leil fi ri7a chemical ghribe,seed
CFL-00786,private-only issue,private-only issue,,,hard_negative_near_miss,ENVIRONMENT,bad_smell_unknown_source,,scenario_inventory,curated,generation_component,TRUE,private-only issue without public asset; unrelated app/file/password context,fi ri7a khayse bel 7ay w ma mna3ref men wen; ri7a khan2a 2oddem l bineye; kel leil fi ri7a chemical ghribe,seed
CFL-00787,unrelated app/file/password/order context,unrelated app/file/password/order context,,,hard_negative_near_miss,ENVIRONMENT,bad_smell_unknown_source,,scenario_inventory,curated,generation_component,TRUE,private-only issue without public asset; unrelated app/file/password context,fi ri7a khayse bel 7ay w ma mna3ref men wen; ri7a khan2a 2oddem l bineye; kel leil fi ri7a chemical ghribe,seed
CFL-00788,source and jurisdiction unclear,source and jurisdiction unclear,,,hitl_trigger,ENVIRONMENT,bad_smell_unknown_source,,scenario_inventory,curated,generation_component,TRUE,private-only issue without public asset; unrelated app/file/password context,fi ri7a khayse bel 7ay w ma mna3ref men wen; ri7a khan2a 2oddem l bineye; kel leil fi ri7a chemical ghribe,seed
CFL-00789,public health concern,public health concern,,,impact,ENVIRONMENT,bad_smell_unknown_source,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi ri7a khayse bel 7ay w ma mna3ref men wen; ri7a khan2a 2oddem l bineye; kel leil fi ri7a chemical ghribe,seed
CFL-00790,2oddem l bineye,2oddem l bineye,,,location_pattern,ENVIRONMENT,bad_smell_unknown_source,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi ri7a khayse bel 7ay w ma mna3ref men wen; ri7a khan2a 2oddem l bineye; kel leil fi ri7a chemical ghribe,seed
CFL-00791,7ad l nahr,7ad l nahr,,,location_pattern,ENVIRONMENT,bad_smell_unknown_source,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi ri7a khayse bel 7ay w ma mna3ref men wen; ri7a khan2a 2oddem l bineye; kel leil fi ri7a chemical ghribe,seed
CFL-00792,bel 7ay,bel 7ay,,,location_pattern,ENVIRONMENT,bad_smell_unknown_source,,scenario_inventory,curated,generation_component,FALSE,private-only issue without public asset; unrelated app/file/password context,fi ri7a khayse bel 7ay w ma mna3ref men wen; ri7a khan2a 2oddem l bineye; kel leil fi ri7a chemical ghribe,seed
