normalised_token,top_raw_forms,freq,distinct_tweets,civic_co_occ,civic_ratio,az_ctx_count,az_ctx_ratio,score,has_arabizi_digit,guardrailed,sample_tweet
drawing,drawing(12),12,10,1,0.100,6,0.600,18.0,0,0,"art_clothes : ""#cat_woman #cat #art #drawing #drawing_manual"" https://t.co/rP3C33GzRj #beirut"
jane,jane(12),12,11,1,0.091,7,0.636,18.0,0,0,Congrats @itsJaneOineza Movie-Magazine Covers-Endorsement?Jane is so back w/ V2.0 excited 4 ASAP fin
james,james(13),13,13,1,0.077,6,0.462,18.0,0,0,@James_Yammouni ة
eating,eating(11),11,11,2,0.182,6,0.545,18.0,0,0,Come and join me! You have 20 seconds before I start eating- @DeekDuke https://t.co/RsQNl2NW0u
a199,a1994(12),12,12,0,0.000,12,1.000,18.0,1,0,@prince_a1994 لا أعتقد أن هناك أحد يعلم أين ضريح السيدة فاطمة عليها السلام
ngayon,ngayon(12),12,12,1,0.083,8,0.667,18.0,0,0,Sa ayaw at sa gusto man natin bibigyan talaga yan siya ng LT iba na panahon ngayon teh LT na ang bas
removed,removed(8),8,8,4,0.500,4,0.500,18.0,0,0,Costanian Says Crisis Won't Be Over Even if Trash Removed from Streets https://t.co/Ot9bv51E1M #Leba
iniesta,iniesta(8),8,8,4,0.500,4,0.500,18.0,0,0,Barca XI : Bravo - Vidal Pique Mathieu Alba - Arda SergiRoberto Iniesta - Messi Munir Neymar
ending,ending(11),11,11,3,0.273,2,0.182,18.0,0,0,Ending the sucessful day with  some selfies with the #volunteers @GirlsgotITLeb https://t.co/XXvpZog
chemistry,chemistry(9),9,9,4,0.444,2,0.222,18.0,0,0,Candy chemistry#What's your Favorite Candy Treat??@mak-aisha.edu.lb https://t.co/EJYy4iSJN1
mayaneid,mayaneid(14),14,14,2,0.143,0,0.000,18.0,0,0,@MayanEid AYWAA??
bado,bado(6),6,6,5,0.833,4,0.667,18.0,0,0,@elissakh eza el zbele w akhadet 8 months.. Mawdou3 el kaherba ade bado ????
sold,sold(9),9,9,4,0.444,2,0.222,18.0,0,0,@The_Loai @Michael_Fa says the one who sold his land to fuck the like of Ariel Sharon:p
alex,alex(8),8,8,4,0.500,4,0.500,18.0,0,0,Arda w alex ijo kammalo fari2 already kemel??
dianakristinne,dianakristinne(14),14,14,2,0.143,0,0.000,18.0,0,0,@DianaKristinne @FCBarcelona Trying to outshine Pique's broadcasting.
wlo,wlo(7),7,7,4,0.571,6,0.857,18.0,0,0,Tooo black Nescafe wlo ... I still need my white teeth la2?! (@ Haishoon Art Cafe in Lattakia) https
ney,ney(6),6,5,4,0.800,4,0.800,18.0,0,0,Barça ASSISTS in 2016:  Su?rez 10 Leo 10 Ney 6 Arda 4 Vidal 3 Sergi Alves Adriano Alba Busquets 2 In
ann,ann(5)|annnn(2),7,7,4,0.571,6,0.857,18.0,0,0,Ann le2o 7al lal zbele ? Nicee bakirr..
nadahalawi,nadahalawi(13),13,13,1,0.077,6,0.462,18.0,0,0,@Nadahalawi  في أمل او لازقين على الكراسي؟  https://t.co/gkcLazolic
drive,drive(11),11,11,3,0.273,2,0.182,18.0,0,0,Would you do the things that drive me crazy? Leave my heart still at the door? #purposetourtolebanon
chunsa,chunsa(13),13,13,1,0.077,6,0.462,18.0,0,0,@_chunsa_ ???? شفتي؟!!! نذالة!! يجي فجاة ويدبحنا الشرير
cream,cream(12),12,11,1,0.091,7,0.636,18.0,0,0,N'ICE CREAM @ Le Mall Saida https://t.co/6oo2BtmBrV
libanhuit,libanhuit(10),10,10,3,0.300,4,0.400,18.0,0,0,@jarasscoop @lebfiles @LFofficialpage @LibanHuit @Lebanon24 ما في مصاري لوين جايي
colors,colors(12),12,12,1,0.083,8,0.667,18.0,0,0,"maysaaelitani : ""Beauty of colors ? #TagsForLikes #photography"" https://t.co/8JFMtLY8kr #beirut"
entre,entre(6),6,6,5,0.833,4,0.667,18.0,0,0,Quand quelqu'un avec qui tu as entre autre coupé les ponts fait un screenshot de ton snap c'est pour
celebrating,celebrating(11),11,11,2,0.182,6,0.545,18.0,0,0,#cousins #lovely #moments #celebrating joe_hachem #birthday #love them joellehachem joyceaah @… http
pol,pol(7),7,7,5,0.714,2,0.286,18.0,0,0,El Nuevo Pemex - Sergio Sarmiento A cierto pol?tico populista no le va a gustar esto. https://t.co/l
omfg,omfg(11),11,11,2,0.182,6,0.545,18.0,0,0,THE FACT THAT TROYE IS A NICKI STAN OMFG KSLGKSLGKAKFJALDN I'M PREGNANT
wrduncan3,wrduncan3(8),8,8,3,0.375,8,1.000,18.0,1,0,"@wrduncan3 Bill I like IPMA but I do not think it is doing enough to reach out and its ""UN"" structur"
planning,planning(11),11,11,2,0.182,6,0.545,18.0,0,0,Back in Beirut and planning dinner tomorrow. Wanna come? Hanane's Moroccan menu at Makan: https://t.
adelsgrail,adelsgrail(9),9,8,3,0.375,4,0.500,18.0,0,0,@AdelsGrail صارت مؤخراً
title,title(10),10,10,3,0.300,4,0.400,18.0,0,0,what's the point of Ligue1. Just give PSG the title and stop wasting their time.
liga,liga(6),6,6,6,1.000,0,0.000,18.0,0,0,Seems like Real Madrid can already celebrate a third position in La Liga. Villarreal aren't getting 
hawa,hawa(8),8,8,4,0.500,4,0.500,18.0,0,0,@mustafajaber123 tab kol hawa???????
lebamuniv,lebamuniv(13),13,13,0,0.000,10,0.769,18.0,0,0,I'm at Lebanese American University (LAU) - @lebamuniv in Beirut بيروت https://t.co/3eU2W9qPUU
familytime,familytime(13),13,13,0,0.000,10,0.769,18.0,0,0,Sunday#familytime# berlin#germany#havefunhayeti#missu https://t.co/9pJTYmMeHq
missiles,missiles(10),10,10,2,0.200,8,0.800,18.0,0,0,Serbia: US-bound combat missiles found on passenger flight https://t.co/vGDyWXXypw via @timesdaily
loool,loool(9),9,9,3,0.333,6,0.667,18.0,0,0,There are no miracles on Mondays! GET BORED...“ Wishing you a blessed #day! #RDM @ Kasrouane https:/
knt,knt(6),6,6,5,0.833,4,0.667,18.0,0,0,My ex's style helo walla le ma knt mlahza
rwarefm,rwarefm(12),12,12,1,0.083,8,0.667,18.0,0,0,@Rwarefm #kwaraha @Bena33 @gitongamengo @MainaGitahi @Ciku_ka_mum @kuria_sue @nderitwasubukia @Thank
livthenight,livthenight(10),10,10,2,0.200,8,0.800,18.0,0,0,Drink dance LIV and repeat! #LIVthenight #YASbeach #MyYAS https://t.co/MavBEsM2cc
elissian,elissian(10),10,10,3,0.300,4,0.400,18.0,0,0,@Zeina_Elissian ??
ceux,ceux(6),6,5,5,1.000,0,0.000,18.0,0,0,Un voleur ne profite jamais de son crime. A ceux qui nous ont volé notre 14 mars la fin de votre coa
treatment,treatment(8),8,8,4,0.500,4,0.500,18.0,0,0,And done... No more Champix. The treatment is done been more than a month #Smoking free.… https://t.
whether,whether(9),9,9,4,0.444,2,0.222,18.0,0,0,I wish school wasn't about passing a test &amp; stressing whether you passed but more of taking in k
maman,maman(10),10,10,3,0.300,4,0.400,18.0,0,0,Coucou maman... Je veux rester dans la forêt... Il fait beaucoup plus bon? https://t.co/HuuGyNE62k
european,european(11),11,11,2,0.182,6,0.545,18.0,0,0,The amazing American &amp;European techno will tune up the night @ LIV #YasBeach with the DJ duo Adr
djblingghetto,djblingghetto(12),12,12,0,0.000,12,1.000,18.0,0,0,#Goteana @Bena33 @GhettoRadio895 @DjBlingGhetto @thigawamununga1 @mugowaruth @nyinabrian @GeoffreyKa
cuba,cuba(12),12,12,2,0.167,4,0.333,18.0,0,0,New York Times: White House revises #Cuba restrictions to allow solo educational travel expanded use
iklx4rnh1v,iklx4rnh1v(12),12,12,0,0.000,12,1.000,18.0,0,0,#DashingGovinda #Vrundavan  #zeemusic Follow ?my Love? ?https://t.co/IKLx4rnh1v ?@RaphaelJabbour1 #R
phrspaip3d,phrspaip3d(12),12,12,0,0.000,12,1.000,18.0,1,0,#DashingGovinda #Vrundavan  #zeemusic Follow ?my Love? ?https://t.co/IKLx4rnh1v ?@RaphaelJabbour1 #R
khaledsleem17,khaledsleem17(12),12,12,0,0.000,12,1.000,18.0,1,0,@KhaledSleem17 @M7g_777 ايري بامك شو دخلك ي اين الحرام
research,research(10),10,10,4,0.400,0,0.000,18.0,0,0,@KOSsayerMaria it's not ANY joke but research how people have been affected by posts they've done
gbmmj18ilc,gbmmj18ilc(12),12,12,0,0.000,12,1.000,18.0,1,0,نحو تحرير طريق تحرير #فلسطين من محتليها https://t.co/GBmMj18iLc #M19 - ساحة الشهداء 19 آذار #بيروت h
m19,m19(12),12,12,0,0.000,12,1.000,18.0,1,0,نحو تحرير طريق تحرير #فلسطين من محتليها https://t.co/GBmMj18iLc #M19 - ساحة الشهداء 19 آذار #بيروت h
budget2,budget2016(12),12,12,0,0.000,12,1.000,18.0,1,0,#Budget2016 https://t.co/iRWyeWz1MG Follow https://t.co/2Txb5z4zkD
gogetmepizza,gogetmepizza(10),10,10,3,0.300,4,0.400,18.0,0,0,@GoGetMePizza 1 win in 8 games and above u in the league I have every right to make fun of you peopl
joub,joub(7),7,7,4,0.571,6,0.857,18.0,0,0,@san_joub @ComLwardyes11 @souka_official @Badi3a12 hahahahah ente ma 3m tole 3a twitter  ??
farrahyousef,farrahyousef(14),14,13,1,0.077,3,0.231,17.8,0,0,@RaneemMoon @FarrahYousef بوعى الصبح بكير وبصير بستناكي بردان وبلاقي الدفا بلحظة رجوعك كل ما سمعت دع
yung,yung(10),10,9,3,0.333,2,0.222,17.8,0,0,Oo nga sana mag presscon sila pagbalik ni Miho na para naman makilala na yung ibang members  MIHO On
naku,naku(11),11,10,2,0.200,4,0.400,17.6,0,0,Anuuuu?? Hahaha naku Macoy wag k tlga mangangaliwa haha  KIMXI TSOU ATC MallShow  https://t.co/9lolv
indie,indie(11),11,10,1,0.100,8,0.800,17.6,0,0,"Indie man must toot own horn ha ha My Link to Success https://t.co/qOgC1VlNPI Award Winning Video ""B"
ixdnan,ixdnan(9),9,9,3,0.333,5,0.556,17.5,0,0,@iXdnan hahahahaa lk 3abali kaza shaghle bs kelo trop chère????
result,result(13),13,13,1,0.077,5,0.385,17.5,0,0,Hold on to every genuine person you find. This generation has people driven by ego money &amp; statu
complete,complete(12),12,12,2,0.167,3,0.250,17.5,0,0,My life wouldn't be complete without a friend like him ? elmurrjoe @… https://t.co/lHZry0q3St
issues,issues(16),16,16,0,0.000,3,0.188,17.5,0,0,Dr. Huda Shaaban TV shows at LBC &amp; MTV will highlight issues related to students with Learning… 
habib2,habib2(5),5,3,3,1.000,3,1.000,17.5,1,0,"يا رب لست أعلم ما هو أكبر ذنب لدي لكن أعلم و كلي إيمان أن رحمتك سبقت غضبك ومغفرتك سبقت عذابك,None,No"
shoshord,shoshord(5),5,2,2,1.000,2,1.000,17.5,0,0,"يا رب لست أعلم ما هو أكبر ذنب لدي لكن أعلم و كلي إيمان أن رحمتك سبقت غضبك ومغفرتك سبقت عذابك,None,No"
hirap,hirap(7),7,7,4,0.571,5,0.714,17.5,0,0,May pambawi po BA mamaya pra sepisod kagabi ng TSOU @StarCreativesTV sa Monday pa po kasi makikita u
instagood,instagood(12),12,12,1,0.083,7,0.583,17.5,0,0,#inkwell #instagram #instapic #instagood #blackandwhite #contrast #filming #unicef #beyond… https://
meme,meme(6),6,6,5,0.833,3,0.500,17.5,0,0,@ToumaMusic tab ana j'aurai pas un petit tweet? meme pas un hii ???
shaltaf,shaltaf(15),15,15,1,0.067,1,0.067,17.5,0,0,@Karim_shaltaf oh mah gad oh ma gad iza bmout ana lejend
hahahha,hahahha(12),12,12,2,0.167,3,0.250,17.5,0,0,@Kh113A HAHAHHA u laugh at it tho lorah... Badak tssssshhhhila men rassak https://t.co/F5unPRRbTq
graphic,graphic(11),11,11,1,0.091,9,0.818,17.5,0,0,Either the company who fixed my heating problem on my lap misplaced my graphic card or they stole it
7al,7al(5),5,5,5,1.000,5,1.000,17.5,1,0,@AbbassEzz1 @laloushh sa7i7 ent Bala whatsapp call ma byemsheh l 7al ????
ragheb,ragheb(5),5,5,5,1.000,5,1.000,17.5,0,0,@AliAyashh @mich_h @AbbassEzz1 hay ya ma7la nafs l soura la ragheb ????
choice,choice(11),11,11,2,0.182,5,0.455,17.5,0,0,@mich_h Hahahahahahahahhhahaha 3anjad? Great choice
khaled,khaled(7)|khaled0(1),8,8,4,0.500,3,0.375,17.5,0,0,Who else finds Dj khaled very annoying these days ?
we3e,we3e(5),5,5,5,1.000,5,1.000,17.5,1,0,Li b ne2 eno we3e bakir w it's the weekend ekela mute LA2ANO ELE BOU3A ABEL LDAW EVERY SINGLE DAY MI
bakir,bakir(7),7,7,4,0.571,5,0.714,17.5,0,0,Li b ne2 eno we3e bakir w it's the weekend ekela mute LA2ANO ELE BOU3A ABEL LDAW EVERY SINGLE DAY MI
muslim,muslim(12),12,11,2,0.182,2,0.182,17.5,0,0,@mdaoui @ALJADEEDNEWS isnt their option they would go for Muslim Brotherhood instead while Beiruties
juliekamau,juliekamau(11),11,11,1,0.091,9,0.818,17.5,0,0,@inooroke @juliekamau @ALEKIIPIANO #mwigarikolive @muraya1john @mbuguakiserian @mugowaruth @JJimmyki
global,global(10),10,10,2,0.200,7,0.700,17.5,0,0,Magkakasama n naman sila s concert abroad thank you Tita letty of KIMXI INfinity Global  KIMXI TSOU 
dors,dors(6),6,6,5,0.833,3,0.500,17.5,0,0,@KhairallahJihad chou bbayin we2i7 ba3ed ma khalaset 1st week bl sheghel @gfrangieh georges tu dors?
fffattouch,fffattouch(8),8,8,4,0.500,3,0.375,17.5,0,0,@fffattouch i dont think any gender is attracted to me :p
mej,mej(10),10,10,3,0.300,3,0.300,17.5,0,0,I really need to study but mej
sans,sans(7),7,6,4,0.667,2,0.333,17.5,0,0,Hind Darwish chevalier « sans peur et sans reproche » de l’ordre des Arts et des Lettres https://t.c
sooo,sooo(14),14,14,1,0.071,3,0.214,17.5,0,0,@MostafaKarout Okay awal wehde sme3ta elon was Toxicity sooo
vveweknxpm,vveweknxpm(5),5,5,5,1.000,5,1.000,17.5,0,0,5 أسماء يريدها #زيدان في #ريال_مدريد! https://t.co/VvEWeKNxpM https://t.co/xtVR2ahiaw
everytime,everytime(12),12,12,2,0.167,3,0.250,17.5,0,0,#NowPlaying “Thinking Out Loud” by Ghady Bechara on #Anghami https://t.co/b2PUXUiL8s @BecharaGhady e
fadelbudeiri,fadelbudeiri(5),5,5,5,1.000,5,1.000,17.5,0,0,@fadelbudeiri @fstamimi22 @luois_l @AdelAlhusainy صرح نفط ابن الكعبة ان يعقد مؤتمرا بالصدفةوالله بمح
fstamimi22,fstamimi22(5),5,5,5,1.000,5,1.000,17.5,1,0,@fadelbudeiri @fstamimi22 @luois_l @AdelAlhusainy صرح نفط ابن الكعبة ان يعقد مؤتمرا بالصدفةوالله بمح
block,block(12),12,12,2,0.167,3,0.250,17.5,0,0,@realDonaldTrump block me
nearunnamed,nearunnamed(5),5,5,5,1.000,5,1.000,17.5,0,0,A 2006 Ford Focus was just scanned nearUnnamed Road Lebanon https://t.co/Pa268hmek6 #vinny_scans #vi
target,target(9),9,9,3,0.333,5,0.556,17.5,0,0,From The Economist Espresso: ECB fires monetary bazooka (again); China sets bullish growth target  h
failing,failing(9),9,9,4,0.444,1,0.111,17.5,0,0,HAHAHAHAHAHAHAHHHAHAHA imagine failing to beat Norwich ????  Oh wait
lbcisports,lbcisports(13),13,13,1,0.077,5,0.385,17.5,0,0,@LBCISports go go Tadamon
khalillouis,khalillouis1(10),10,10,3,0.300,3,0.300,17.5,0,0,@MahassenJaber @HasanOsseili @noorkhawand1 @Myrnaabdallah @taladrar @KhalilLouis1 Bhebkon?
michel,michel(12),12,12,2,0.167,3,0.250,17.5,0,0,I'm at Salon Michel in Mt Lebanon https://t.co/ioSYu7ADpx
basically,basically(13),13,13,1,0.077,5,0.385,17.5,0,0,Basically I'm saying here I can't live without my baby #purposetourtolebanon
fell,fell(10),10,10,3,0.300,3,0.300,17.5,0,0,People come and go baby they don't know what we had before but it fell before our eyes #purposetourt
dalidaayach,dalidaayach(13),13,13,0,0.000,9,0.692,17.5,0,0,@RamyAyach @HabibaDadoun @DalidaAyach  @RamyAyachLovers  @ramyayachnews
walid,walid(9),9,9,3,0.333,5,0.556,17.5,0,0,@YazbekWehbe hehehebe walid bek mich 3erif halo mdawakh halo w mdawakhna yemkine oscar ma3luheto ada
marc,marc(13),13,13,1,0.077,5,0.385,17.5,0,0,@Marc_Hatem your'e the best wer'e all proud of you good luck and hope you'll win you deserve it big 
awwal,awwal(5),5,5,5,1.000,5,1.000,17.5,0,0,Hatta law kent aayech bi awwal tabi2.
khayr,khayr(5),5,5,5,1.000,5,1.000,17.5,0,0,@najwakaram saba7 l khayr La aghla w a7la nees ??? https://t.co/jyZRsf9iCA
ness,ness(5),5,4,4,1.000,4,1.000,17.5,0,0,@James_Yammouni ahama shi eno tkoun mabsout 7at law fi ness ma badon hal shi
rihanna,rihanna(12),12,12,1,0.083,7,0.583,17.5,0,0,Rihanna stepped her pussy up with this Anti era. From the album to the tour bitch aint messing aroun
milan,milan(10),10,10,3,0.300,3,0.300,17.5,0,0,the amount of retards here is increasing and it's time to turn this account into a Milan one.
vida,vida(9),9,9,4,0.444,1,0.111,17.5,0,0,Eu na vida https://t.co/BzhPUeQieQ
likes,likes(13),13,13,1,0.077,5,0.385,17.5,0,0,@TheNextStep_xox Yay! I have finally found a person who likes Victoria just the way I do? I love you
idiot,idiot(7),7,7,4,0.571,5,0.714,17.5,0,0,He is starting with the same line up that played in the 2ns half vs Liverpool the idiot has learned 
publicity,publicity(12),12,11,1,0.091,6,0.545,17.5,0,0,No matter how things get tough i'll always have your back king? @ Milagro at Publicity https://t.co/
laudy,laudy(5),5,3,3,1.000,3,1.000,17.5,0,0,"Quando nos falamos pela primeira vez eu n?o tinha idéia de que… https://t.co/T3qzbPWKsG,None,None,pt"
mbala,mbala(6),6,6,5,0.833,3,0.500,17.5,0,0,@taladrar @Myrnaabdallah Mbala chefet l soura
moms,moms(11),11,11,2,0.182,5,0.455,17.5,0,0,Who else but her!!! Our Moms are our 1st &amp; most valuable asset... Invite your Mom to Baytna on… 
wahlen2,wahlen2016(9),9,9,2,0.222,9,1.000,17.5,1,0,#wahlen2016 Follow ? ??????? https://t.co/RhvTYWSGtx Watch the video and thank you ?????? https://t.
le2e,le2e(5),5,5,5,1.000,5,1.000,17.5,1,0,@NicoleTNicolas multitasking... W le2e 7all ma teltehe!
abs,abs(7),7,7,4,0.571,5,0.714,17.5,0,0,I want abs in 2 weeks
democracy,democracy(10),10,10,3,0.300,3,0.300,17.5,0,0,It is a big question: If #right_wing parties life @AfD @FN take over #Europe-an countries will #demo
livtheday,livtheday(9),9,9,2,0.222,9,1.000,17.5,0,0,Escape deadlines and LIV.  #LIVtheday #YASbeach #MyYAS https://t.co/fmz7ZpRN8f
shaher,shaher(6),6,6,5,0.833,3,0.500,17.5,0,0,men kam shaher 3emlule fahes l DNA tole3 l rap mn asle ANA KILLER jeye e2tol meen baddo yetmaskhar b
agenda,agenda(14),14,14,0,0.000,7,0.500,17.5,0,0,جولة المناطق من الشمال حيث احتفالات الزمبو ضمن #agendaاليوم https://t.co/cY17NWrk3f
ba3da,ba3da(5),5,5,5,1.000,5,1.000,17.5,1,0,@The_Loai @nadimrmeity no shelet l mshad mberih bas ba3da weak so ha a3mella physiotherapy :( 2 week
ma3na,ma3na(5),5,5,5,1.000,5,1.000,17.5,1,0,@najwakaram tol ma enti ma3na ldeni btdal 7obb w far7 allah ytawel 3omrik ??
diaspora,diaspora(15),15,15,0,0.000,5,0.333,17.5,0,0,Diaspora welll represented @GhettoRadio895 @_shideh @ABonokoDeh #Goteana #Goteana
batman,batman(11),11,11,2,0.182,5,0.455,17.5,0,0,I'm giving away avant premiere tickets to Batman V Superman @ VOX Cinemas - Lebanon https://t.co/Qas
haidyfansteam,haidyfansteam(5),5,1,1,1.000,1,1.000,17.5,0,0,Living in that country is the slowest way of DYING...“ Wishing you a blessed #evening! #RDM @… https
badda,badda(6),6,6,5,0.833,3,0.500,17.5,0,0,Living in that country is the slowest way of DYING...“ Wishing you a blessed #evening! #RDM @… https
withdrawal,withdrawal(10),10,10,2,0.200,7,0.700,17.5,0,0,So what's behind #Russia's partial withdrawal from #Syria? Pressure on #Assad? Favor for #Saudi to r
entered,entered(6),6,6,5,0.833,3,0.500,17.5,0,0,@nabilfakhoury1 @dr_naseer THx that was begin Oct 2015 when Russia entered. They'r not leaving anywa
rou7,rou7(5),5,5,5,1.000,5,1.000,17.5,1,0,@najwakaram kalamek bl2alb w 3alRass ? W a7la kalam mnek 7ta balish nhariii w rou7 3la el exam bi ta
isnr,isnr(5),5,3,3,1.000,3,1.000,17.5,0,0,معرض #ايسنار 2016  يطلق فعاليات دورته السابعة  #ISNR #الإمارات  @ISNR_AbuDhabi  https://t.co/f2iDG1s
na2,na2(5),5,5,5,1.000,5,1.000,17.5,1,0,@janaSkhnayser eh walla 3nde hinniye overdose.. Mn fatra addayta na2 3l TL bde ysir 3nde benet zghir
joannachidiac,joannachidiac(5),5,4,4,1.000,4,1.000,17.5,0,0,@HsSadaka @HaddadYvonne @JoannaChidiac @MoniLebneneh @linasona2244 @3achikat_l_amar @tarrafmajida @t
linasona22,linasona2244(5),5,4,4,1.000,4,1.000,17.5,1,0,@HsSadaka @HaddadYvonne @JoannaChidiac @MoniLebneneh @linasona2244 @3achikat_l_amar @tarrafmajida @t
ohitshuda,ohitshuda(5),5,1,1,1.000,1,1.000,17.5,0,0,يا ما حلفلي بقلبه .... وعاهدني يخلص في حبه ... وعيونه قالت لعيوني: أوعك تصدق شفايف بتحلف ....… https
mariejoeakiki,mariejoeakiki(7),7,3,2,0.667,1,0.333,17.5,0,0,يا ما حلفلي بقلبه .... وعاهدني يخلص في حبه ... وعيونه قالت لعيوني: أوعك تصدق شفايف بتحلف ....… https
moh,moh(12),12,12,0,0.000,11,0.917,17.5,0,0,@moh_akkad92  ? طيب خود الصورة واكتب براحتك
machining,machining(5),5,5,5,1.000,5,1.000,17.5,0,0,Emerson Climate Technologies Inc. : Co-op - Machining Engineering (Lebanon MO) (Fall 2016 -... (#Her
najwaalink,najwaalink(5),5,2,2,1.000,2,1.000,17.5,0,0,"The harder you work the luckier you get and the more self-confidence you have. #quotes Cc @elissakh,"
chadychaaya,chadychaaya(5),5,5,5,1.000,5,1.000,17.5,0,0,@chadychaaya akid houwe awal l menlemin plus gher 3an hek houwe yale 3ambe7atem l spirit taba3 l far
mariakorkis2,mariakorkis2(5),5,4,4,1.000,4,1.000,17.5,1,0,Without music life would be a mistake.“ Wishing you a blessed #day! #RDM @ Kasrouane https://t.co/LA
earthhour2,earthhour2016(9),9,9,2,0.222,9,1.000,17.5,1,0,#EarthHour2016 https://t.co/jLsqiOhdyU
krm,krm(5),5,5,5,1.000,5,1.000,17.5,0,0,@krm_3 @migrantsoul المسألة ليست مسألة حكومات هي مسألة ايديولوجية سائدة قانون يفصل ويفضل والناس ليست
djej,djej(6),6,5,4,0.800,3,0.600,17.4,0,0,Enjoying Our Dinner at nasmabeyrouth at @villagedbayeh ! Znoud El Sett Bel Djej Djej Bel Pesto… http
shine,shine(13),13,12,1,0.083,4,0.333,17.3,0,0,Shine on you crazy diamond! #Sabah #LebaneseHeritage #Beirut @ Beirut Lebanon https://t.co/SP88uik5E
