id,arabizi_variant,normalized_arabizi,arabic_lebanese,english_meaning,category,part_of_speech,form_type,notes,confidence
7748,ana 3a beb el bineye,ana 3a beb l bineye,أنا ع باب البناية,I am at the building door,replies,phrase,spelling_variant,outside waiting update,high
7749,natrak 3a beb l bineye,natrak 3a beb l bineye,ناطرك ع باب البناية,I am waiting for you at the building door,replies,phrase,reply,waiting for masculine/general,high
7750,natirak 3a beb el bineye,natrak 3a beb l bineye,ناطرك ع باب البناية,I am waiting for you at the building door,replies,phrase,spelling_variant,waiting for masculine/general,high
7751,natrik 3a beb l bineye,natrik 3a beb l bineye,ناطرِك ع باب البناية,I am waiting for you at the building door,replies,phrase,reply,waiting for feminine,high
7752,natirik 3a beb el bineye,natrik 3a beb l bineye,ناطرِك ع باب البناية,I am waiting for you at the building door,replies,phrase,spelling_variant,waiting for feminine,high
7753,nater 3al beb,nater 3al beb,ناطر عالباب,I am waiting by the door,replies,phrase,reply,outside waiting update,high
7754,natir 3al beb,nater 3al beb,ناطر عالباب,I am waiting by the door,replies,phrase,spelling_variant,outside waiting update,high
7755,wa2ef barra,wa2ef barra,واقف برّا,I am standing outside,replies,phrase,reply,masculine/general outside waiting,high
7756,we2ef barra,wa2ef barra,واقف برّا,I am standing outside,replies,phrase,spelling_variant,masculine/general outside waiting,high
7757,wa2fe barra,wa2fe barra,واقفة برّا,I am standing outside,replies,phrase,reply,feminine outside waiting,high
7758,we2fe barra,wa2fe barra,واقفة برّا,I am standing outside,replies,phrase,spelling_variant,feminine outside waiting,high
7759,tla3 la barra,tla3 la barra,إطلع لبرّا,come outside,directions,phrase,phrase,coordination command,high
7760,tla3 la bara,tla3 la barra,إطلع لبرّا,come outside,directions,phrase,spelling_variant,coordination command,high
7761,nzal la ta7et,nzal la ta7et,إنزل لتحت,come downstairs,directions,phrase,phrase,coordination command,high
7762,enzal la ta7et,nzal la ta7et,إنزل لتحت,come downstairs,directions,phrase,spelling_variant,coordination command,high
7763,2elle bas tenzal,2elle bas tenzal,قلّي بس تنزل,tell me when you come down,questions,phrase,question,coordination request,high
7764,elle bas tenzal,2elle bas tenzal,قلّي بس تنزل,tell me when you come down,questions,phrase,spelling_variant,coordination request,high
7765,ba3atle msg bas tousal,ba3atle msg bas tousal,بعتلي مسج بس توصل,send me a message when you arrive,questions,phrase,question,arrival coordination,high
7766,b3atle msg bas tosal,ba3atle msg bas tousal,بعتلي مسج بس توصل,send me a message when you arrive,questions,phrase,spelling_variant,arrival coordination,high
7767,netla2a 3and l medkhal,netla2a 3and l medkhal,نتلاقى عند المدخل,let us meet at the entrance,daily_phrases,phrase,phrase,meeting point,high
7768,netle2a 3and el medkhal,netla2a 3and l medkhal,نتلاقى عند المدخل,let us meet at the entrance,daily_phrases,phrase,spelling_variant,meeting point,high
7769,netla2a 3and l parking,netla2a 3and l parking,نتلاقى عند الباركينغ,let us meet by the parking,daily_phrases,phrase,phrase,meeting point,high
7770,netle2a 3and el parking,netla2a 3and l parking,نتلاقى عند الباركينغ,let us meet by the parking,daily_phrases,phrase,spelling_variant,meeting point,high
7771,netla2a 3al zawye,netla2a 3al zawye,نتلاقى عالزاوية,let us meet at the corner,daily_phrases,phrase,phrase,meeting point,high
7772,netle2a 3al zawye,netla2a 3al zawye,نتلاقى عالزاوية,let us meet at the corner,daily_phrases,phrase,spelling_variant,meeting point,high
7773,netla2a 3and l ishara,netla2a 3and l ishara,نتلاقى عند الإشارة,let us meet at the traffic light,daily_phrases,phrase,phrase,meeting point,high
7774,netle2a 3and el ishara,netla2a 3and l ishara,نتلاقى عند الإشارة,let us meet at the traffic light,daily_phrases,phrase,spelling_variant,meeting point,high
7775,khallina netla2a barra,khallina netla2a barra,خلينا نتلاقى برّا,let us meet outside,daily_phrases,phrase,phrase,meeting point,high
7776,5allina netle2a barra,khallina netla2a barra,خلينا نتلاقى برّا,let us meet outside,daily_phrases,phrase,spelling_variant,meeting point,high
7777,khallina netla2a ta7et,khallina netla2a ta7et,خلينا نتلاقى تحت,let us meet downstairs,daily_phrases,phrase,phrase,meeting point,high
7778,5allina netle2a ta7et,khallina netla2a ta7et,خلينا نتلاقى تحت,let us meet downstairs,daily_phrases,phrase,spelling_variant,meeting point,high
7779,stanna mahalak,stanna mahalak,استنّى محلك,wait where you are,directions,phrase,phrase,waiting coordination to masculine/general,high
7780,stana ma7alak,stanna mahalak,استنّى محلك,wait where you are,directions,phrase,spelling_variant,waiting coordination to masculine/general,high
7781,stanne mahalik,stanne mahalik,استني محلِك,wait where you are,directions,phrase,phrase,waiting coordination to feminine,high
7782,stanni ma7alik,stanne mahalik,استني محلِك,wait where you are,directions,phrase,spelling_variant,waiting coordination to feminine,high
7783,khallik honik,khallik honik,خلّيك هونيك,stay there,directions,phrase,phrase,waiting coordination,high
7784,5allik hounik,khallik honik,خلّيك هونيك,stay there,directions,phrase,spelling_variant,waiting coordination,high
7785,ma tfout ba3d,ma tfout ba3d,ما تفوت بعد,do not go in yet,directions,phrase,phrase,coordination instruction,high
7786,ma tfut ba3ed,ma tfout ba3d,ما تفوت بعد,do not go in yet,directions,phrase,spelling_variant,coordination instruction,high
7787,ma temshe abel ma 2ellak,ma temshe abel ma 2ellak,ما تمشي قبل ما قلّك,do not leave before I tell you,directions,phrase,phrase,coordination instruction,high
7788,ma timshe abel ma ellak,ma temshe abel ma 2ellak,ما تمشي قبل ما قلّك,do not leave before I tell you,directions,phrase,spelling_variant,coordination instruction,high
7789,ma tkhalline nater ktir,ma tkhalline nater ktir,ما تخلّيني ناطر كتير,do not make me wait too long,daily_phrases,phrase,phrase,waiting coordination,high
7790,ma tkhalline natir kteer,ma tkhalline nater ktir,ما تخلّيني ناطر كتير,do not make me wait too long,daily_phrases,phrase,spelling_variant,waiting coordination,high
7791,jarreb tousal 3al wa2et,jarreb tousal 3al wa2et,جرّب توصل عالوقت,try to arrive on time,daily_phrases,phrase,phrase,timing coordination,high
7792,jarrib tousal 3al wa2et,jarreb tousal 3al wa2et,جرّب توصل عالوقت,try to arrive on time,daily_phrases,phrase,spelling_variant,timing coordination,high
7793,btousal 3al wa2et,btousal 3al wa2et,بتوصل عالوقت؟,will you arrive on time?,questions,phrase,question,timing question,high
7794,btosal 3al wa2et,btousal 3al wa2et,بتوصل عالوقت؟,will you arrive on time?,questions,phrase,spelling_variant,timing question,high
7795,d2elle bas tsir ta7et,d2elle bas tsir ta7et,دقلي بس تصير تحت,call me when you are downstairs,questions,phrase,question,arrival coordination,high
7796,d2elle bas tsir barra,d2elle bas tsir barra,دقلي بس تصير برّا,call me when you are outside,questions,phrase,question,arrival coordination,high
7797,d2elle bas tsir bara,d2elle bas tsir barra,دقلي بس تصير برّا,call me when you are outside,questions,phrase,spelling_variant,arrival coordination,high
7798,d2elle bas tousal 3al manta2a,d2elle bas tousal 3al manta2a,دقلي بس توصل عالمنطقة,call me when you reach the area,questions,phrase,question,arrival coordination,high
7799,d2elle bas tosal 3al manti2a,d2elle bas tousal 3al manta2a,دقلي بس توصل عالمنطقة,call me when you reach the area,questions,phrase,spelling_variant,arrival coordination,high
7800,wselet 3al manta2a,wselet 3al manta2a,وصلت عالمنطقة,I reached the area,replies,phrase,reply,arrival status,high
7801,wselit 3al manti2a,wselet 3al manta2a,وصلت عالمنطقة,I reached the area,replies,phrase,spelling_variant,arrival status,high
7802,soret bel manta2a,soret bel manta2a,صرت بالمنطقة,I am in the area now,replies,phrase,reply,arrival status,high
7803,sirit bel manti2a,soret bel manta2a,صرت بالمنطقة,I am in the area now,replies,phrase,spelling_variant,arrival status,high
7804,wsolt 3al location,wsolt 3al location,وصلت عاللوكيشن,I arrived at the location,replies,phrase,reply,arrival at pickup point,high
7805,wselet 3al location,wsolt 3al location,وصلت عاللوكيشن,I arrived at the location,replies,phrase,spelling_variant,arrival at pickup point,high
7806,2arrabet 3al mahal,2arrabet 3al mahal,قرّبت عالمحل,I am close to the place,replies,phrase,reply,arrival progress,high
7807,arrabet 3al mahal,2arrabet 3al mahal,قرّبت عالمحل,I am close to the place,replies,phrase,spelling_variant,arrival progress,high
7808,2arrabet 3al beit,2arrabet 3al beit,قرّبت عالبيت,I am close to home,replies,phrase,reply,arrival progress,high
7809,arrabet 3al beit,2arrabet 3al beit,قرّبت عالبيت,I am close to home,replies,phrase,spelling_variant,arrival progress,high
7810,dalne 5 d2aye2,dalne 5 d2aye2,ضلّني خمس دقايق,I need five more minutes,replies,phrase,reply,arrival estimate,high
7811,dalle 5 d2aye2,dalne 5 d2aye2,ضلّني خمس دقايق,I need five more minutes,replies,phrase,spelling_variant,arrival estimate,high
7812,bousall ba3d shway,bousall ba3d shway,بوصل بعد شوي,I will arrive in a bit,replies,phrase,reply,arrival estimate,high
7813,bousal ba3d shway,bousall ba3d shway,بوصل بعد شوي,I will arrive in a bit,replies,phrase,spelling_variant,arrival estimate,high
7814,ta2riban wselet,ta2riban wselet,تقريباً وصلت,I almost arrived,replies,phrase,reply,arrival progress,high
7815,ta2riban wsilet,ta2riban wselet,تقريباً وصلت,I almost arrived,replies,phrase,spelling_variant,arrival progress,high
7816,2arrabt ktir,2arrabt ktir,قرّبت كتير,I am very close,replies,phrase,reply,arrival progress,high
7817,arrabt ktir,2arrabt ktir,قرّبت كتير,I am very close,replies,phrase,spelling_variant,arrival progress,high
7818,tla3et mn l beit,tla3et mn l beit,طلعت من البيت,I left the house,replies,phrase,reply,departure update,high
7819,tla3t mn l beit,tla3et mn l beit,طلعت من البيت,I left the house,replies,phrase,spelling_variant,departure update,high
7820,ba3dne bel beit,ba3dne bel beit,بعدني بالبيت,I am still at home,replies,phrase,reply,departure delay,high
7821,ba3edne bel beit,ba3dne bel beit,بعدني بالبيت,I am still at home,replies,phrase,spelling_variant,departure delay,high
7822,halla2 betla3,halla2 betla3,هلّق بطلع,I am leaving now,replies,phrase,reply,departure update,high
7823,hala2 btla3,halla2 betla3,هلّق بطلع,I am leaving now,replies,phrase,spelling_variant,departure update,high
7824,3am etla3,3am etla3,عم إطلع,I am heading out,replies,phrase,reply,departure update,high
7825,3m etla3,3am etla3,عم إطلع,I am heading out,replies,phrase,spelling_variant,departure update,high
7826,tla3na men hon,tla3na men hon,طلعنا من هون,we left from here,replies,phrase,reply,departure update,high
7827,tla3na mn hon,tla3na men hon,طلعنا من هون,we left from here,replies,phrase,spelling_variant,departure update,high
7828,fallet mn hon,fallet mn hon,فلّيت من هون,I left from here,replies,phrase,reply,casual departure update,high
7829,falet mn hon,fallet mn hon,فلّيت من هون,I left from here,replies,phrase,spelling_variant,casual departure update,high
7830,raje3 3al beit,raje3 3al beit,راجع عالبيت,I am going back home,replies,phrase,reply,masculine/general return update,high
7831,raje3 aal beit,raje3 3al beit,راجع عالبيت,I am going back home,replies,phrase,spelling_variant,masculine/general return update,high
7832,raj3a 3al beit,raj3a 3al beit,راجعة عالبيت,I am going back home,replies,phrase,reply,feminine return update,high
7833,raje3a 3al beit,raj3a 3al beit,راجعة عالبيت,I am going back home,replies,phrase,spelling_variant,feminine return update,high
7834,raja3na 3al beit,raja3na 3al beit,رجعنا عالبيت,we went back home,replies,phrase,reply,return update,high
7835,rja3na 3al beit,raja3na 3al beit,رجعنا عالبيت,we went back home,replies,phrase,spelling_variant,return update,high
7836,3am sou2,3am sou2,عم سوق,I am driving,replies,phrase,reply,driving update,high
